rnrmf,,Column2,Column3,Column4,Column5,Column6,Column7,Column8,,Column9,Column10,Column11,Column12,Column13,,Column14,,,Column17,,,,,,
Column1,,Column2,Column3,Column4,Column5,Column6,Column7,Column8,,Column9,Column10,Column11,Column12,Column13,,Column14,,,Column17,,,,,,
u,,,,,1,1,,,,,,,,,,,,,,,,,,,
m_Uid,m_nMode,m_nStartLevel,m_nLimitLevel,m_bRun,m_strName,m_strDesc,m_nQuestType,m_strIcon,m_strImg,m_nTableType,m_nTableCheck,m_nTableValue,m_nClearCount,m_nIntClear,m_nReward_0,m_nReward_1,m_nReward_2,m_nReward_3,m_strReAction,m_strClearReAction,m_bAuto,m_nNext,,m_nStep,m_strAdjust
고유아이디,퀘스트 모드,시작 넥스트 레벨,레벨 제한,퀘스트 실행여부,이름,설명,퀘스트 타입,퀘스트 아이콘,퀘스트 이미지,참조 테이블 아이디,참조타입,참조 밸류,완료 카운터,완료 수치 (재화타입),보상 0 카드팩,보상1,,,ReAction,,true,,,,
1,eQuest_Mode_List,1,100,TRUE,메인1,손님을 1번 불러오세요.,eQuest_Normal_Call,main_quest_guest_icon,main_quest_card_guest_invitation_1,,,,1,,,,,,"[[""QuestRemove"",1]] ",,true,2,,1,
2,eQuest_Mode_List,1,100,TRUE,메인2,상품을 배치해보세요.,eQuest_Goods_Change,main_quest_card_goods_change_1_icon,main_quest_card_goods_change_1,,,,1,,-1,,20000,1,,,true,3,dd,2,"[[""RunAdjust"", ""omx0m6""]]"
3,eQuest_Mode_List,1,100,TRUE,메인3,STRING_LIST_QUEST_MAIN_3,eQuest_NPC_Calculate,main_quest_card_earn_gold_1_icon,main_quest_card_earn_gold_1,,,,3,,-1,,15000,30,dd,,true,5,dd,3,"[[""RunAdjust"", ""w9hsd6""]]"
100001,eQuest_Mode_List,1,100,TRUE,메인4,STRING_LIST_QUEST_MAIN_4,eQuest_Deco_Display,main_quest_card_display_1_icon,main_quest_card_display_1,,,,3,,-1,,40000,1,dd15,"[[""AllUIHide""],[""QuestClear"",100001,true],[""CharAllRemove""]]",true,,,,"[[""RunAdjust"", ""b5fwba""]]"
5,eQuest_Mode_List,1,100,TRUE,메인5,STRING_LIST_QUEST_MAIN_5,eQuest_Interior_Buy,main_quest_card_deco_install_1_icon,main_quest_card_deco_install_1,,3,90000001,1,,-1,90000017,10000,30,dd3,,true,6,"[[""OpenUI"",""E_UI_GAME_DISPLAY_POPUP""],[""SelectUITab"",""E_UI_GAME_DISPLAY_POPUP"", 4]]",4,"[[""RunAdjust"", ""tw8zbg""]]"
6,eQuest_Mode_List,1,100,TRUE,메인6,STRING_LIST_QUEST_MAIN_6,eQuest_Interior_Time_Run,main_quest_card_start_decoration_1_icon,main_quest_card_start_decoration_1,,,,1,,-1,,10000,1,da4,,true,7,dab4,5,"[[""RunAdjust"", ""mib32y""]]"
7,eQuest_Mode_List,1,100,TRUE,메인7,STRING_LIST_QUEST_MAIN_7,eQuest_Vip_Call,main_quest_card_vip_summon_1_icon,main_quest_card_vip_summon_1,,,,1,,-1,,10000,1,dd5,,true,8,,6,"[[""RunAdjust"", ""p7lvhu""]]"
8,eQuest_Mode_List,1,100,TRUE,메인8,STRING_LIST_QUEST_MAIN_8,eQuest_Clark_Buy,main_quest_card_employee_placement_1_icon,main_quest_card_employee_placement_1,,3,2,1,,-1,17000001,10000,1,dd6,,true,9,"[[""OpenUI"",""E_UI_GAME_CHARACTER_POPUP""],[""SelectUITab"",""E_UI_GAME_CHARACTER_POPUP"", 1]]",7,"[[""RunAdjust"", ""raqqqq""]]"
