,
,
,
0001_char_clerk_idle_back_1,0.480000|0.200000,0.2,0001_char_clerk_idle_back_1.png|0001_char_clerk_idle_back_2.png|0001_char_clerk_idle_back_3.png|0001_char_clerk_idle_back_4.png|0001_char_clerk_idle_back_5.png|0001_char_clerk_idle_back_6.png,
0300_char_guest_eat_back_1,0.450000|0.160000,0.3,0300_char_guest_eat_back_1.png|0300_char_guest_eat_back_2.png|0300_char_guest_eat_back_3.png,
0300_char_guest_eat_front_1,0.450000|0.160000,0.3,0300_char_guest_eat_front_1.png|0300_char_guest_eat_front_2.png|0300_char_guest_eat_front_3.png,
0300_char_guest_find_back_1,0.450000|0.160000,0.7,0300_char_guest_find_back_1.png|0300_char_guest_find_back_2.png|0300_char_guest_find_back_3.png|0300_char_guest_find_back_4.png,
0300_char_guest_find_front_1,0.450000|0.160000,0.7,0300_char_guest_find_front_1.png|0300_char_guest_find_front_2.png|0300_char_guest_find_front_3.png|0300_char_guest_find_front_4.png,
0300_char_guest_get_back_1,0.450000|0.160000,0.3,0300_char_guest_get_back_1.png|0300_char_guest_get_back_2.png|0300_char_guest_get_back_3.png|0300_char_guest_get_back_4.png,
0300_char_guest_get_front_1,0.450000|0.160000,0.3,0300_char_guest_get_front_1.png|0300_char_guest_get_front_2.png|0300_char_guest_get_front_3.png|0300_char_guest_get_front_4.png,
0300_char_guest_idle_back_1,0.450000|0.160000,0.3,0300_char_guest_idle_back_1.png|0300_char_guest_idle_back_2.png|0300_char_guest_idle_back_3.png|0300_char_guest_idle_back_4.png,
0300_char_guest_idle_front_1,0.450000|0.160000,0.3,0300_char_guest_idle_front_1.png|0300_char_guest_idle_front_2.png|0300_char_guest_idle_front_3.png|0300_char_guest_idle_front_4.png,
0300_char_guest_siteat_back_1,0.500000|0.130000,0.2,0300_char_guest_siteat_back_1.png|0300_char_guest_siteat_back_2.png|0300_char_guest_siteat_back_3.png,
0300_char_guest_siteat_front_1,0.500000|0.200000,0.3,0300_char_guest_siteat_front_1.png|0300_char_guest_siteat_front_2.png|0300_char_guest_siteat_front_3.png,
0300_char_guest_walk_back_1,0.450000|0.160000,0.2,0300_char_guest_walk_back_1.png|0300_char_guest_walk_back_2.png|0300_char_guest_walk_back_3.png|0300_char_guest_walk_back_4.png,
0300_char_guest_walk_front_1,0.450000|0.160000,0.2,0300_char_guest_walk_front_1.png|0300_char_guest_walk_front_2.png|0300_char_guest_walk_front_3.png|0300_char_guest_walk_front_4.png,
0301_char_guest_eat_back_1,0.450000|0.160000,0.3,0301_char_guest_eat_back_1.png|0301_char_guest_eat_back_2.png|0301_char_guest_eat_back_3.png,
0301_char_guest_eat_back_90_1,0.480000|0.210000,0.2,0301_char_guest_eat_back_90_1.png|0301_char_guest_eat_back_90_2.png|0301_char_guest_eat_back_90_3.png,
0301_char_guest_eat_front_1,0.450000|0.160000,0.3,0301_char_guest_eat_front_1.png|0301_char_guest_eat_front_2.png|0301_char_guest_eat_front_3.png,
0301_char_guest_eat_front_90_1,0.460000|0.210000,0.2,0301_char_guest_eat_front_90_1.png|0301_char_guest_eat_front_90_2.png|0301_char_guest_eat_front_90_3.png,
0301_char_guest_find_back_1,0.450000|0.160000,0.7,0301_char_guest_find_back_1.png|0301_char_guest_find_back_2.png|0301_char_guest_find_back_3.png|0301_char_guest_find_back_4.png,
0301_char_guest_find_back_90_1,0.480000|0.210000,0.2,0301_char_guest_find_back_90_1.png|0301_char_guest_find_back_90_2.png|0301_char_guest_find_back_90_3.png|0301_char_guest_find_back_90_4.png,
0301_char_guest_find_front_1,0.450000|0.160000,0.7,0301_char_guest_find_front_1.png|0301_char_guest_find_front_2.png|0301_char_guest_find_front_3.png|0301_char_guest_find_front_4.png,
0301_char_guest_find_front_90_1,0.460000|0.210000,0.2,0301_char_guest_find_front_90_1.png|0301_char_guest_find_front_90_2.png|0301_char_guest_find_front_90_3.png|0301_char_guest_find_front_90_4.png,
0301_char_guest_get_back_1,0.450000|0.160000,0.3,0301_char_guest_get_back_1.png|0301_char_guest_get_back_2.png|0301_char_guest_get_back_3.png|0301_char_guest_get_back_4.png,
0301_char_guest_get_back_90_1,0.480000|0.210000,0.2,0301_char_guest_get_back_90_1.png|0301_char_guest_get_back_90_2.png|0301_char_guest_get_back_90_3.png|0301_char_guest_get_back_90_4.png,
0301_char_guest_get_front_1,0.450000|0.160000,0.3,0301_char_guest_get_front_1.png|0301_char_guest_get_front_2.png|0301_char_guest_get_front_3.png|0301_char_guest_get_front_4.png,
0301_char_guest_get_front_90_1,0.460000|0.210000,0.2,0301_char_guest_get_front_90_1.png|0301_char_guest_get_front_90_2.png|0301_char_guest_get_front_90_3.png|0301_char_guest_get_front_90_4.png,
0301_char_guest_idle_back_1,0.450000|0.160000,0.3,0301_char_guest_idle_back_1.png|0301_char_guest_idle_back_2.png|0301_char_guest_idle_back_3.png|0301_char_guest_idle_back_4.png,
0301_char_guest_idle_back_90_1,0.480000|0.210000,0.2,0301_char_guest_idle_back_90_1.png|0301_char_guest_idle_back_90_2.png|0301_char_guest_idle_back_90_3.png|0301_char_guest_idle_back_90_4.png,
0301_char_guest_idle_front_1,0.450000|0.160000,0.3,0301_char_guest_idle_front_1.png|0301_char_guest_idle_front_2.png|0301_char_guest_idle_front_3.png|0301_char_guest_idle_front_4.png,
0301_char_guest_idle_front_90_1,0.460000|0.210000,0.2,0301_char_guest_idle_front_90_1.png|0301_char_guest_idle_front_90_2.png|0301_char_guest_idle_front_90_3.png|0301_char_guest_idle_front_90_4.png,
0301_char_guest_siteat_back_1,0.500000|0.130000,0.2,0301_char_guest_siteat_back_1.png|0301_char_guest_siteat_back_2.png|0301_char_guest_siteat_back_3.png,
0301_char_guest_siteat_back_90_1,0.500000|0.210000,0.2,0301_char_guest_siteat_back_90_1.png|0301_char_guest_siteat_back_90_2.png|0301_char_guest_siteat_back_90_3.png,
0301_char_guest_siteat_front_1,0.500000|0.200000,0.3,0301_char_guest_siteat_front_1.png|0301_char_guest_siteat_front_2.png|0301_char_guest_siteat_front_3.png,
0301_char_guest_siteat_front_90_1,0.500000|0.220000,0.2,0301_char_guest_siteat_front_90_1.png|0301_char_guest_siteat_front_90_2.png|0301_char_guest_siteat_front_90_3.png,
0301_char_guest_walk_back_1,0.450000|0.160000,0.2,0301_char_guest_walk_back_1.png|0301_char_guest_walk_back_2.png|0301_char_guest_walk_back_3.png|0301_char_guest_walk_back_4.png,
0301_char_guest_walk_back_90_1,0.480000|0.210000,0.2,0301_char_guest_walk_back_90_1.png|0301_char_guest_walk_back_90_2.png|0301_char_guest_walk_back_90_3.png|0301_char_guest_walk_back_90_4.png,
0301_char_guest_walk_front_1,0.450000|0.160000,0.2,0301_char_guest_walk_front_1.png|0301_char_guest_walk_front_2.png|0301_char_guest_walk_front_3.png|0301_char_guest_walk_front_4.png,
0301_char_guest_walk_front_90_1,0.460000|0.210000,0.2,0301_char_guest_walk_front_90_1.png|0301_char_guest_walk_front_90_2.png|0301_char_guest_walk_front_90_3.png|0301_char_guest_walk_front_90_4.png,
0302_char_guest_eat_back_1,0.500000|0.200000,0.3,0302_char_guest_eat_back_1.png|0302_char_guest_eat_back_2.png|0302_char_guest_eat_back_3.png,
0302_char_guest_eat_front_1,0.480000|0.190000,0.3,0302_char_guest_eat_front_1.png|0302_char_guest_eat_front_2.png|0302_char_guest_eat_front_3.png,
0302_char_guest_find_back_1,0.500000|0.200000,0.7,0302_char_guest_find_back_1.png|0302_char_guest_find_back_2.png|0302_char_guest_find_back_3.png|0302_char_guest_find_back_4.png,
0302_char_guest_find_front_1,0.480000|0.190000,0.7,0302_char_guest_find_front_1.png|0302_char_guest_find_front_2.png|0302_char_guest_find_front_3.png|0302_char_guest_find_front_4.png,
0302_char_guest_get_back_1,0.500000|0.200000,0.3,0302_char_guest_get_back_1.png|0302_char_guest_get_back_2.png|0302_char_guest_get_back_3.png|0302_char_guest_get_back_4.png,
0302_char_guest_get_front_1,0.480000|0.190000,0.3,0302_char_guest_get_front_1.png|0302_char_guest_get_front_2.png|0302_char_guest_get_front_3.png|0302_char_guest_get_front_4.png,
0302_char_guest_idle_back_1,0.500000|0.200000,0.3,0302_char_guest_idle_back_1.png|0302_char_guest_idle_back_2.png|0302_char_guest_idle_back_3.png|0302_char_guest_idle_back_4.png,
0302_char_guest_idle_front_1,0.480000|0.190000,0.3,0302_char_guest_idle_front_1.png|0302_char_guest_idle_front_2.png|0302_char_guest_idle_front_3.png|0302_char_guest_idle_front_4.png,
