319,
5,33,0.5,0.5,0,10048,0,,1,
6,31,0.5,0.5,0,10048,0,,1,
6,31,0.5,0.5,1,0,61397,,1,
6,32,0.5,0.5,0,10048,0,,1,
6,33,0.5,0.5,0,10048,0,,1,
6,34,0.5,0.5,0,10048,0,,1,
6,35,0.5,0.5,0,10048,0,,1,
7,29,0.5,0.5,0,10048,0,,1,
7,29,0.5,0.5,1,0,61397,,1,
7,30,0.5,0.5,0,10048,0,,1,
7,30,0.5,0.5,1,0,61397,,1,
7,31,0.5,0.5,0,10048,0,,1,
7,32,0.5,0.5,0,10048,0,,1,
7,33,0.5,0.5,0,10048,0,,1,
7,34,0.5,0.5,0,10048,0,,1,
7,35,0.5,0.5,0,10048,0,,1,
7,36,0.5,0.5,0,10048,0,,1,
7,37,0.5,0.5,0,10048,0,,1,
8,27,0.5,0.5,0,10048,0,,1,
8,27,0.5,0.5,1,0,61397,,1,
8,28,0.5,0.5,0,10048,0,,1,
8,28,0.5,0.5,1,0,61397,,1,
8,29,0.5,0.5,0,10048,0,,1,
8,30,0.5,0.5,0,10048,0,,1,
8,31,0.5,0.5,0,10048,0,,1,
8,32,0.5,0.5,0,10048,0,,1,
8,33,0.5,0.5,0,10048,0,,1,
8,34,0.5,0.5,0,10048,0,,1,
8,35,0.5,0.5,0,10048,0,,1,
8,36,0.5,0.5,0,10048,0,,1,
8,37,0.5,0.5,0,10048,0,,1,
8,38,0.5,0.5,0,10048,0,,1,
8,39,0.5,0.5,0,10048,0,,1,
9,25,0.5,0.5,0,10048,0,,1,
9,25,0.5,0.5,1,0,61054,,1,
9,26,0.5,0.5,0,10048,0,,1,
9,27,0.5,0.5,0,10048,0,,1,
9,28,0.5,0.5,0,10048,0,,1,
9,29,0.5,0.5,0,10048,0,,1,
9,30,0.5,0.5,0,10048,0,,1,
9,31,0.5,0.5,0,10048,0,,1,
9,32,0.5,0.5,0,10048,0,,1,
9,33,0.5,0.5,0,10048,0,,1,
9,34,0.5,0.5,0,10048,0,,1,
9,35,0.5,0.5,0,10048,0,,1,
9,35,0.5,0.5,2,0,60062,,1,
9,36,0.5,0.5,0,10048,0,,1,
9,36,0.5,0.5,2,0,60062,,1,
9,37,0.5,0.5,0,10048,0,,1,
9,37,0.5,0.5,1,0,60062,,1,
9,38,0.5,0.5,0,10048,0,,1,
9,39,0.5,0.5,0,10048,0,,1,
9,40,0.5,0.5,0,10048,0,,1,
9,41,0.5,0.5,0,10048,0,,1,
10,23,0.5,0.5,0,10048,0,,1,
10,23,0.5,0.5,1,0,61054,,1,
10,24,0.5,0.5,0,10048,0,,1,
10,24,0.5,0.5,1,0,61054,,1,
10,25,0.5,0.5,0,10048,0,,1,
10,26,0.5,0.5,0,10048,0,,1,
10,27,0.5,0.5,0,10048,0,,1,
10,28,0.5,0.5,0,10048,0,,1,
10,29,0.5,0.5,0,10048,0,,1,
10,30,0.5,0.5,0,10048,0,,1,
10,31,0.5,0.5,0,10048,0,,1,
10,32,0.5,0.5,0,10048,0,,1,
10,33,0.5,0.5,0,10048,0,,1,
10,33,0.5,0.5,2,0,60062,,1,
10,34,0.5,0.5,0,10048,0,,1,
10,34,0.5,0.5,2,0,60062,,1,
10,35,0.5,0.5,0,10048,0,,1,
10,35,0.5,0.5,1,0,60062,,1,
10,36,0.5,0.5,0,10048,0,,1,
10,36,0.5,0.5,1,0,60062,,1,
10,37,0.5,0.5,0,10048,0,,1,
10,38,0.5,0.5,0,10048,0,,1,
10,39,0.5,0.5,0,10048,0,,1,
10,39,0.5,0.5,2,0,60382,,1,
10,40,0.5,0.5,0,10048,0,,1,
10,41,0.5,0.5,0,10048,0,,1,
10,42,0.5,0.5,0,10048,0,,1,
10,43,0.5,0.5,0,10048,0,,1,
11,21,0.5,0.5,0,10048,0,,1,
11,21,0.5,0.5,1,0,61054,,1,
11,22,0.5,0.5,0,10048,0,,1,
11,22,0.5,0.5,1,0,61054,,1,
11,23,0.5,0.5,0,10048,0,,1,
11,24,0.5,0.5,0,10048,0,,1,
11,25,0.5,0.5,0,10048,0,,1,
11,26,0.5,0.5,0,10048,0,,1,
11,27,0.5,0.5,0,10048,0,,1,
11,28,0.5,0.5,0,10048,0,,1,
11,29,0.5,0.5,0,10048,0,,1,
11,30,0.5,0.5,0,10048,0,,1,
11,31,0.5,0.5,0,10048,0,,1,
11,32,0.5,0.5,0,10048,0,,1,
11,32,0.5,0.5,2,0,60062,,1,
11,33,0.5,0.5,0,10048,0,,1,
11,33,0.5,0.5,1,0,60062,,1,
11,34,0.5,0.5,0,10048,0,,1,
11,34,0.5,0.5,1,0,60062,,1,
11,35,0.5,0.5,0,10048,0,,1,
11,36,0.5,0.5,0,10048,0,,1,
11,37,0.5,0.5,0,10048,0,,1,
11,37,0.5,0.5,2,0,60382,,1,
11,38,0.5,0.5,0,10048,0,,1,
11,38,0.5,0.5,2,0,60382,,1,
11,39,0.5,0.5,0,10048,0,,1,
11,39,0.5,0.5,1,0,60382,,1,
11,40,0.5,0.5,0,10048,0,,1,
11,40,0.5,0.5,1,0,60382,,1,
11,41,0.5,0.5,0,10048,0,,1,
11,42,0.5,0.5,0,10048,0,,1,
11,43,0.5,0.5,0,10048,0,,1,
11,44,0.5,0.5,0,10048,0,,1,
11,45,0.5,0.5,0,10048,0,,1,
12,19,0.5,0.5,0,10048,0,,1,
12,20,0.5,0.5,0,10048,0,,1,
12,21,0.5,0.5,0,10048,0,,1,
12,22,0.5,0.5,0,10048,0,,1,
12,23,0.5,0.5,0,10048,0,,1,
12,24,0.5,0.5,0,10048,0,,1,
12,25,0.5,0.5,0,10048,0,,1,
12,26,0.5,0.5,0,10048,0,,1,
12,27,0.5,0.5,0,10048,0,,1,
12,27,0.5,0.5,0,0,60079,,1,
12,28,0.5,0.5,0,10048,0,,1,
12,29,0.5,0.5,0,10048,0,,1,
12,30,0.5,0.5,0,10048,0,,1,
12,31,0.5,0.5,0,10048,0,,1,
12,32,0.5,0.5,0,10048,0,,1,
12,33,0.5,0.5,0,10048,0,,1,
12,34,0.5,0.5,0,10048,0,,1,
12,35,0.5,0.5,0,10048,0,,1,
12,35,0.5,0.5,2,0,60382,,1,
12,36,0.5,0.5,0,10048,0,,1,
12,36,0.5,0.5,2,0,60382,,1,
12,37,0.5,0.5,0,10048,0,,1,
12,37,0.5,0.5,1,0,60382,,1,
12,38,0.5,0.5,0,10048,0,,1,
12,38,0.5,0.5,1,0,60382,,1,
12,39,0.5,0.5,0,10048,0,,1,
12,40,0.5,0.5,0,10048,0,,1,
12,41,0.5,0.5,0,10048,0,,1,
12,41,0.5,0.5,2,0,60716,,1,
12,42,0.5,0.5,0,10048,0,,1,
12,42,0.5,0.5,2,0,60716,,1,
12,43,0.5,0.5,0,10048,0,,1,
12,43,0.5,0.5,1,0,60716,,1,
12,44,0.5,0.5,0,10048,0,,1,
12,45,0.5,0.5,0,10048,0,,1,
12,46,0.5,0.5,0,10048,0,,1,
12,47,0.5,0.5,0,10048,0,,1,
13,18,0.5,0.5,0,10048,0,,1,
13,19,0.5,0.5,0,10048,0,,1,
13,20,0.5,0.5,0,10048,0,,1,
13,21,0.5,0.5,0,10048,0,,1,
13,22,0.5,0.5,0,10048,0,,1,
13,23,0.5,0.5,0,10048,0,,1,
13,24,0.5,0.5,0,10048,0,,1,
13,25,0.5,0.5,0,10048,0,,1,
13,26,0.5,0.5,0,10048,0,,1,
13,26,0.5,0.5,3,0,60079,,1,
13,27,0.5,0.5,0,10048,0,,1,
13,27,0.5,0.5,3,0,60079,,1,
13,28,0.5,0.5,0,10048,0,,1,
13,28,0.5,0.5,0,0,60079,,1,
13,29,0.5,0.5,0,10048,0,,1,
13,29,0.5,0.5,0,0,60079,,1,
13,30,0.5,0.5,0,10048,0,,1,
13,31,0.5,0.5,0,10048,0,,1,
13,32,0.5,0.5,0,10048,0,,1,
13,33,0.5,0.5,0,10048,0,,1,
13,34,0.5,0.5,0,10048,0,,1,
13,35,0.5,0.5,0,10048,0,,1,
13,36,0.5,0.5,0,10048,0,,1,
13,36,0.5,0.5,1,0,60382,,1,
